respondent_id,h1n1_vaccine,seasonal_vaccine
26961,0.48757379935386463,0.4861895723318263
26962,0.855234197800121,0.8744426624361482
26963,0.24446700686155087,0.2005453999506341
26964,0.20764909112721766,0.17067005339269256
26965,0.891668973961436,0.8949069114218782
26966,0.07581033038733237,0.09137112869479998
26967,0.4485239231521429,0.43417911398596276
26968,0.8946543409391352,0.8961984390863996
26969,0.10016496409445728,0.10205396468075635
26970,0.5118436801841105,0.5172220220009166
26971,0.15564502311902895,0.1344085628903044
26972,0.029599361070776306,0.07221426079735303
26973,0.11326913184144326,0.10996572279033041
26974,0.32584557037747097,0.2877959802280131
26975,0.798337498258029,0.8360827695429021
26976,0.4542183553938296,0.4410816084960438
26977,0.36796631599624774,0.32886040621538964
26978,0.846120456662528,0.8692064500757002
26979,0.9332984843984713,0.9141885796898775
26980,0.10415001964848426,0.10511321841394652
26981,0.4390494238294605,0.4186687802430434
26982,0.8762495941492393,0.8859106727872675
26983,0.5047707960656093,0.5083095123409881
26984,0.12288489286603652,0.11502784430396171
26985,0.07720609500887045,0.09174533453404315
26986,0.2864617804055904,0.23908774956917547
26987,0.15066463666404017,0.13087099201749675
26988,0.07848605813052328,0.09332222157059207
26989,0.8718929346142432,0.8849945546588345
26990,0.06997581006292032,0.08862104094793141
26991,0.3806688866733232,0.3417750931974082
26992,0.45652595142465724,0.4450415152029931
26993,0.8088367092761628,0.8438045028349547
26994,0.43716893815059377,0.4187518743915159
26995,0.24523164388958843,0.1957766345076285
26996,0.38593789697978303,0.35597183476111227
26997,0.059029627140624666,0.08410192335516953
26998,0.043493808493942666,0.07748855994479459
26999,0.524916054281989,0.5315906994736344
27000,0.312657137401515,0.26750181164070774
27001,0.7605078526381492,0.8053188547474676
27002,0.21952424934033662,0.17839945220710793
27003,0.056846485545276534,0.08276820264346078
27004,0.3216077851129758,0.27541373253237733
27005,0.9107871107837534,0.9039468462194461
27006,0.9027970568293472,0.9001238754289694
27007,0.04021800446721558,0.07649269204249699
27008,0.049459490835939146,0.07989589352277222
27009,0.2589509075513849,0.21578972742371114
27010,0.11803369226159739,0.11220276020870946
27011,0.11049105805327568,0.10872959966607058
27012,0.6306759324203737,0.6659953850034781
27013,0.4139227478963513,0.3879408486264378
27014,0.24262539947480155,0.19800030956410913
27015,0.2767615302506649,0.22981029850749102
27016,0.2620571614443387,0.2179619297789552
27017,0.8421463443091843,0.8655084008138834
27018,0.21315067748331687,0.17631612456420734
27019,0.9675218764114729,0.9276548240034015
27020,0.20221154596143043,0.16831101654698907
27021,0.7205564068486822,0.7682992950857042
27022,0.20474709775292133,0.16831757157767363
27023,0.14533231171216063,0.12920140344020875
27024,0.3373107002616789,0.29670614696555875
27025,0.06713698457150423,0.08729875254195256
27026,0.364183574845512,0.329384937890744
27027,0.8305769498179446,0.8597309012038566
27028,0.895010632147968,0.8969219225185643
27029,0.38991150962846033,0.3569441771402218
27030,0.2243850883342774,0.1827180869456631
27031,0.8755815950135822,0.8868962536130116
27032,0.6081061246993654,0.645484405937219
27033,0.7546754180321044,0.8014291586112753
27034,0.6595131480102975,0.7124606293048267
27035,0.39278157790905044,0.36331825961210285
27036,0.8366921825015822,0.862233320425882
27037,0.7886101884260219,0.8267329297539147
27038,0.03190018318990455,0.07336763488492776
27039,0.8614018439046697,0.8784726118521629
27040,0.3156461783341145,0.27137015911661466
27041,0.7208560841112704,0.7694707885883207
27042,0.5506674483934717,0.5718417546106672
27043,0.7756704344310323,0.8183728427478926
27044,0.049533734712235385,0.08059139619935447
27045,0.5059140805731345,0.5112744264068094
27046,0.1390590271371225,0.12411619512415027
27047,0.4875320557021338,0.48118644012289785
27048,0.5361235360955835,0.5529445848643909
27049,0.8891288398285955,0.8926585224102868
27050,0.5633291614982311,0.5873788472957441
27051,0.29306720534802005,0.2466764879922797
27052,0.20531801022055463,0.1685859171016178
27053,0.9474007559125314,0.9200704046588298
27054,0.06772683880697866,0.08775875973027181
27055,0.7879381211916326,0.8293904463222733
27056,0.06834131106284623,0.08776544128460186
27057,0.040273765703183216,0.07636904435176801
27058,0.9218046294083563,0.9088609872894401
27059,0.1420995560880823,0.12613917126618063
27060,0.27184773065135903,0.22835626570482265
27061,0.4244915195501295,0.39613865602202747
27062,0.5354268913553042,0.5570103771335376
27063,0.539225363391659,0.559000341024724
27064,0.5191025894301557,0.5232182123122744
27065,0.44060057389814905,0.4202900531220202
27066,0.5343298982216153,0.544927850024798
27067,0.8277086013383039,0.8566893416482982
27068,0.8773678351599304,0.8878112230842924
27069,0.9416647326306178,0.9176285805267274
27070,0.0491864668274224,0.07969824133134197
27071,0.08274431036988172,0.09420240017084124
27072,0.6392143670941014,0.6833386549670479
27073,0.9233795587180951,0.9098322047265147
27074,0.2802180310641947,0.234083073174708
27075,0.7588516141219667,0.8045888836374528
27076,0.8061408132952955,0.838868137527604
27077,0.09362496160780354,0.09987774877441771
27078,0.83419337317026,0.8613908066438191
27079,0.8250395561683391,0.8554067534446973
27080,0.22263521148859794,0.1827174448036912
27081,0.8515732070178119,0.8727710531458087
27082,0.296162311192425,0.24836399618651567
27083,0.3926770860560097,0.3592482206222846
27084,0.7658421696294528,0.8124777166764628
27085,0.044941739708227076,0.07825431104967455
27086,0.1384468977087944,0.1231699073114709
27087,0.22804324602756948,0.18490997953066166
27088,0.7127014355332074,0.7629258073059227
27089,0.19671904112978694,0.16324902340732883
27090,0.7127309227522177,0.7646388602705574
27091,0.33529295045753954,0.29640498079187394
27092,0.2122088743716162,0.17522847980719813
27093,0.20102721445724409,0.1651697632875549
27094,0.06112883237647243,0.08491162362164942
27095,0.5066156532915117,0.5094215320497566
27096,0.1225532748212857,0.1139716246146134
27097,0.6039792729481478,0.6377614456420377
27098,0.9061109858938121,0.9017255029695269
27099,0.6423297181854366,0.6908603367229409
27100,0.7864970987161366,0.8278886793525311
27101,0.4657005255643743,0.45802899118774365
27102,0.8648210268046364,0.8804741273515077
27103,0.05784214652585248,0.08337299108879888
27104,0.5355442985801072,0.5442686431832018
27105,0.3772288961630869,0.33717173410019236
27106,0.9012526961021394,0.9002125191842456
27107,0.8619493883001642,0.8775960288963287
27108,0.349932159174005,0.308203520408415
27109,0.132770474674978,0.12032474348336848
27110,0.23569878448405418,0.19221786370376995
27111,0.3676478278086509,0.3314141561138944
27112,0.6161838140292255,0.6558408533526503
27113,0.10690664720001106,0.10623398591259557
27114,0.2028721298248698,0.16651607526845463
27115,0.8674339544861037,0.8803755445542284
27116,0.9210258121308915,0.9086156709909233
27117,0.07204650523254541,0.08941421901961905
27118,0.48742812731429014,0.48371327843936013
27119,0.17783952815189413,0.14988826158693108
27120,0.9425476493785409,0.9183159768325914
27121,0.8238232507165136,0.8539328504612683
27122,0.20231886345093394,0.16612722851647402
27123,0.15930037595196944,0.13684841392841296
27124,0.07179976838640996,0.09000715137584879
27125,0.04326012426843088,0.07771010518650182
27126,0.1129332105574592,0.10947013001817485
27127,0.07688040670387035,0.0922188063180793
27128,0.5554218071398995,0.5811325796030032
27129,0.37924447458434585,0.32990724167055935
27130,0.21872773157997122,0.17785195342837098
27131,0.09850113358191258,0.10262459857954949
27132,0.8505223578384388,0.8717930538217336
27133,0.5652065120207681,0.5914227128353595
27134,0.9795866282979143,0.9320395943556892
27135,0.5133412851596579,0.5278223217042948
27136,0.541989855125375,0.5579349256366252
27137,0.1805738828593258,0.1510075075501389
27138,0.5293425972281377,0.542198218172432
27139,0.10438059113986223,0.10473409581047032
27140,0.9767769503409653,0.9310713467386149
27141,0.8094804572009118,0.8441219450872003
27142,0.19369446179659847,0.16115080149950958
27143,0.5404991146824094,0.5572575193137299
27144,0.07493533639590136,0.09117184516477714
27145,0.7581920411851375,0.8038554539502338
27146,0.942917147939028,0.9180022972323258
27147,0.24608323537043802,0.2032236367892797
27148,0.07496306218491917,0.09116366323863914
27149,0.1130626390809019,0.10960330119421506
27150,0.941095508600818,0.9177616670153631
27151,0.8970535656472497,0.897380683988506
27152,0.17070394761998348,0.14475936002804843
27153,0.8472319932389877,0.870167311280598
27154,0.8964678344722404,0.896728738749802
27155,0.7016259342450037,0.75236574976048
27156,0.23908033277907043,0.1978109810279583
27157,0.5484142239094189,0.5708999504731038
27158,0.33228879586416,0.29041792198428923
27159,0.13125757342726702,0.11981505137325982
27160,0.1812975402056179,0.1529773084874141
27161,0.6677537855808748,0.7105048794155225
27162,0.9028074790850791,0.9000136228441901
27163,0.44762961323938033,0.4363425560883967
27164,0.12647045276269758,0.11624001443252316
27165,0.7585427128522205,0.8054554874108907
27166,0.2878307667443215,0.24160358633137038
27167,0.6768478361022557,0.7266360198351136
27168,0.5933482778752875,0.6274975986929998
27169,0.6697393945561448,0.7172721680265671
27170,0.9369604990759922,0.9155387200057428
27171,0.23296132484812818,0.19091151097358944
27172,0.8919237568371758,0.8946965386489976
27173,0.5148251422637193,0.5179208162354937
27174,0.057285539231186254,0.08293690742724348
27175,0.08031335876326856,0.09360795708688704
27176,0.9341552274790103,0.9145724700256626
27177,0.943270372956172,0.9183617217638738
27178,0.3123138758786716,0.2674432165523574
27179,0.20058050112246012,0.16608068163231154
27180,0.3283374909027459,0.2831770463799023
27181,0.8882041481747047,0.892484100376021
27182,0.8810034062739044,0.8886058858486412
27183,0.6852784431702654,0.7336525625941694
27184,0.46096055001632197,0.4480688292204398
27185,0.8198281905934035,0.8515633631339066
27186,0.8098083865976935,0.8447123418748177
27187,0.1026356059013895,0.10419688385358734
27188,0.32120982369807927,0.2773185738398834
27189,0.7428749360712169,0.790433318174474
27190,0.7602683554664366,0.8079041992009833
27191,0.9546423007427352,0.9227008537895763
27192,0.7790550078113795,0.8197088049820406
27193,0.08827884168579195,0.09711383723253922
27194,0.4444059672471438,0.4218673092603625
27195,0.10605840232714649,0.10639253586126637
27196,0.15903281933530003,0.1366111764375769
27197,0.661546282861703,0.7097737778715214
27198,0.9466816609807607,0.9204968437976527
27199,0.18104938336540866,0.1512124712524091
27200,0.6579115385070469,0.7101207901337901
27201,0.8807158304377755,0.8899584664348393
27202,0.11046597486144195,0.10688276406756203
27203,0.0858439203391995,0.09609045862235831
27204,0.05478393616306095,0.08190301618438714
27205,0.2868593221563495,0.24139246145001583
27206,0.3630977828077034,0.32420452313933235
27207,0.19334756254522265,0.15826220149440853
27208,0.7407879245171126,0.7889727017669101
27209,0.302681085891107,0.2558201681203736
27210,0.260827974382331,0.21629644605474338
27211,0.21262789332529544,0.17587953843472595
27212,0.9103320893981376,0.9039567946661934
27213,0.42532835963595433,0.4062151650092419
27214,0.060686735321973294,0.08486856517801818
27215,0.7004775184620077,0.7493421917424955
27216,0.8985642275612682,0.8996037278379936
27217,0.28292448651281776,0.23510798687251255
27218,0.9433495619847229,0.9185867489723879
27219,0.7864861837707812,0.8276611357833215
27220,0.5091068658617378,0.5135926222803423
27221,0.7655306634721039,0.8094990111815383
27222,0.5709354114200497,0.5968558250361857
27223,0.7010329064001647,0.7481236261346725
27224,0.6595207820369609,0.7072924945335773
27225,0.2568015437633569,0.212607877108375
27226,0.23855373894965093,0.1969533627677603
27227,0.2864272197899646,0.2422463415047331
27228,0.8883971793737169,0.8906634173031683
27229,0.8149816397795214,0.8466806698319146
27230,0.9638765820016796,0.9264365687461369
27231,0.9469016847313941,0.9194378682749309
27232,0.555397532697586,0.5766560036555123
27233,0.2285712793256516,0.18882803822089217
27234,0.08080207505994544,0.09426952781030015
27235,0.9560820345720836,0.9234336145958374
27236,0.9414963607559236,0.9173293962447642
27237,0.746999359919891,0.7959242061879633
27238,0.8599735202945837,0.8773924345066709
27239,0.1725368693012203,0.1470980991320945
27240,0.37112232744626394,0.33165511257084096
27241,0.17467049757906822,0.14763795954964656
27242,0.4384429641443056,0.42575727918015804
27243,0.09634793321733408,0.10059866052653484
27244,0.06476778281257964,0.08639987401027971
27245,0.3383248954197653,0.293896449532194
27246,0.9461471536705768,0.9195951839005192
27247,0.9429332986881458,0.9180246357198942
27248,0.8143994909187336,0.8483273860696515
27249,0.52207385345442,0.5290616699532079
27250,0.21627446582759827,0.17808365131151294
27251,0.3576971583538661,0.3169227688292997
27252,0.47492780437984755,0.46430655612365607
27253,0.8694049497306289,0.8829300043826956
27254,0.9690667962949474,0.9283466811672215
27255,0.29687836435958526,0.2513057754638648
27256,0.9702875605583783,0.9286596437973941
27257,0.5086520431186704,0.5120857448054769
27258,0.7656453336718156,0.8082111159575084
27259,0.8099542353651257,0.844885434295526
27260,0.5304036673520879,0.5478840493697208
27261,0.7227996563718592,0.7715639474927704
27262,0.4272305899655284,0.4034829072463988
27263,0.06764517060393861,0.08798333703047473
27264,0.10874403758097402,0.10802260249876652
27265,0.2673637569660063,0.2178488031489291
27266,0.2776924996150465,0.23561624488488572
27267,0.5131206008836194,0.5215437475048256
27268,0.07711017905632517,0.09195386112991474
27269,0.38278534565151695,0.34995443004509125
27270,0.106747747366304,0.1062758296503133
27271,0.17072205641507804,0.14516746650740156
27272,0.44944233796740396,0.42926653080767835
27273,0.15237791719044574,0.1325954331040147
27274,0.4734111057799382,0.4690826564820736
27275,0.3863351249733904,0.3539854512112726
27276,0.06367776982066777,0.08588770437217674
27277,0.903852912616506,0.9003343197924522
27278,0.2745425697308973,0.2284407950225283
27279,0.22103236172137533,0.18170526968008105
27280,0.4577836091433522,0.4421978768520565
27281,0.32294392194766713,0.2783083080253304
27282,0.891934884785604,0.8946824528063301
27283,0.08928920834375224,0.09657081158317835
27284,0.5228470959883492,0.5331463817699843
27285,0.4720201558335247,0.46675379583077853
27286,0.37747354937633953,0.3377297161067316
27287,0.6431018044987143,0.688076845500755
27288,0.7294387664018004,0.7808156991555951
27289,0.4641872415108087,0.45320723115911526
27290,0.08866432952848151,0.09731392655515504
27291,0.7985322024347404,0.8365467332015233
27292,0.5777434434878032,0.6040641757137811
27293,0.91483147964696,0.906355819916274
27294,0.0736434182787431,0.09059224822332398
27295,0.9371927957812143,0.9160979108871976
27296,0.7628463550619524,0.8076784230345954
27297,0.8054852406669066,0.841253160375076
27298,0.30163925845341144,0.2530312218162357
27299,0.6840405051555993,0.733855730843922
27300,0.8832076341162765,0.8901031215753723
27301,0.032780134036977084,0.07354678084839827
27302,0.7998238136234251,0.835635749536412
27303,0.20797503606780848,0.16793704929042078
27304,0.781888461466643,0.8233169704891982
27305,0.03180581400139014,0.073335984483465
27306,0.5928478746365445,0.6256102405306045
27307,0.8919796008591219,0.894524087195852
27308,0.19189549440483464,0.15853233059315314
27309,0.9641692528670209,0.926622163564148
27310,0.1434635229261184,0.12608278763046044
27311,0.11117125666054482,0.10835744324293015
27312,0.37564204304052806,0.34170148759929
27313,0.11182340140947176,0.1090621065723985
27314,0.06425094103944755,0.08629125164472064
27315,0.2438448991601188,0.20027094863582603
27316,0.7187116208660494,0.767856879462201
27317,0.17457938739839432,0.14684887367867633
27318,0.31814019021922435,0.2779490113856623
27319,0.9164766035092294,0.9067782042430597
27320,0.751665186863196,0.7924760559682115
27321,0.7316092979738283,0.7809575576411235
27322,0.6862182574949761,0.7285216744635926
27323,0.4721176197349212,0.4639088444863359
27324,0.6310580294798492,0.6739201502123796
27325,0.9365700229012399,0.9156550648334534
27326,0.6740144191474914,0.7220713116252507
27327,0.306719644063997,0.26176644985983427
27328,0.42521142500579295,0.4044495362340909
27329,0.27340485960410343,0.2255869738563078
27330,0.45833687073921797,0.4413332906967138
27331,0.14775433281262085,0.12850164464389047
27332,0.8578636797434958,0.876899038631394
27333,0.8400718662539922,0.8658115934080847
27334,0.04354898467826092,0.07773635538998039
27335,0.08930376798398962,0.0978114152270842
27336,0.16399783836243312,0.14032742480567725
27337,0.8950670658767197,0.8972816425754028
27338,0.5969106981897326,0.6264017112092459
27339,0.2655438964563415,0.21796570879797536
27340,0.10475322794383228,0.10548572463595624
27341,0.6311704049735961,0.6740722540551392
27342,0.6466617986699458,0.6943336774633572
27343,0.07792159935144065,0.09200472632131518
27344,0.5125225921536203,0.5192164674304569
27345,0.2334333846982752,0.1915418757972262
27346,0.8799695777186121,0.8893046389753954
27347,0.9247862328510749,0.9103666925535453
27348,0.24489025541102058,0.2018839851144696
27349,0.18443359318578956,0.1566570545108005
27350,0.9047890951430501,0.9008582148515004
27351,0.8903268767528305,0.8934010918570209
27352,0.42954008582990927,0.4077098682690224
27353,0.10376407289307274,0.10415355736996307
27354,0.8131617087940597,0.8472734707927276
27355,0.14769777533510378,0.1303034265409437
27356,0.7356608234172635,0.786648781004891
27357,0.34889457887937797,0.3047859669880902
27358,0.6964067017087828,0.7453563839496985
27359,0.7411588756267559,0.7887888232123684
27360,0.6759269895056077,0.7270930240239515
27361,0.8763062369421124,0.8867187812029869
27362,0.5033659870501944,0.5066296649180494
27363,0.1466775502490653,0.12865019475898107
27364,0.3980799498721789,0.367021489530129
27365,0.6615203626600672,0.7075479793476119
27366,0.5945004286092436,0.623538903186788
27367,0.4689553305407852,0.4699017551126554
27368,0.5589701206743997,0.5785522753929796
27369,0.05179232220277734,0.08108751275492097
27370,0.7614422204414162,0.8040135290320773
27371,0.4239865595591306,0.3997587747421279
27372,0.12354221043291322,0.11531790369136077
27373,0.8373400172797597,0.8621687962108228
27374,0.24225718628378878,0.2004411464081938
27375,0.841752263016655,0.8666293564733123
